1:...育"作为一个专有名很少出现，大多只单用一个"教"字，如《中庸》说："修道之谓教"[；]《荀子·修身》说："以善先人者谓之教"[；]《学记》说："教也者，长善而救其失者也"。在西方，教育一词源于...		  【文件名:\当代\CWAC\AEB0001.txt	文章标题:	作者:】
1730:...始，逻各斯的概念得到了不断发展：中世纪与基督教的思想结合而出现"道成肉身"的理论[；]经文艺复兴完成从神本到人本的转变之后，由笛卡儿开启了近现代西方哲学的进程[；]此后经验论和唯理论互相辩论，康德完成了批判的总结，至黑格尔逻各斯中心主义发展到了高峰[；]黑格尔之后，出现了现代五花八门的西方哲学。		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1731:我们上次讲了，康德把他一生的探索归结为三个问题：一、我能够知道什么[；]二、我应该做什么[；]三、我能期望什么。第一个问题是认识论的问题，第二个问题是伦理学...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1732:...皇中隧人氏钻木取火、伏羲氏养殖家畜、神农氏发展农业生产，这个发展是物质生产的发展[；]到了五帝之中的黄帝，他提倡蚕桑舟车，接下来炎帝、帝喾，然后就是...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1733:...歌、咒语等等。这样一种宗教具有自然崇拜的色彩，大自然很多现象在吠陀宗教中都有体现[；]然而各种神上有一种至高无上的主神，就是梵天。吠陀的宗教，是跟印...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1734:...三个基本观念，从而规定了以后印度哲学发展的线索和去向。这三个观念是：一、梵我同一[；]二、业报轮回[；]三、解脱之道。		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1735:...展的过程。"梵"原来指祭神的颂歌，这种颂歌的语言当中有一种咒力，可以让人求福禳灾[；]在进一步发展之后"梵"成为全宇宙的活力，宇宙的精神，从而成为宇宙的至上神[；]至上神代表了整个的宇宙。宇宙整体是什么？我们看到的东西能代表整个宇宙么？世界的整体我们能看得见摸得着么？不能。所以需要抽象，从整体来把握，"梵"就是宇宙整体[；]然而整体必须通过部分来表现，所以印度人在反复考虑部分如何与整体融合。由于印度传统中的宗教性，印度人没有采取古希腊人所采取的分析的办法，他们从整体来考虑问题。整体是部分，梵可以体现在任何事物身上。印度人现在还相信神牛，对牛崇拜的不得了，一群群的牛在大街上闲庭信步，造成交通堵塞，外国人看到了惊奇的不得了，印度人当作天经地义的事情见怪不怪，就是因为印度人相信牛里面有神，因为"梵"就体现在这一个个的个体事物中。整体又不是部分，部分能作为整体吗？你能说这一个个的具体事物就是"梵"？不能。所以印度人提出了一种现在让我们研究哲学的人都非常佩服的方法-否定的辩证法，否定了一个个的具体的部分，到后来整体就霍然而显。梵是一切，梵是牛，是马，这是用肯定的方式来描述[；]而梵又不是这个，不是那个，这就是否定的辩证法。梵通过正反两方面...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1736:...世界是可以通过人类的理性去认识，可以分析的手段去追求，这样西方就走上了科学的道路[；]印度的梵我同一则是超出经验的，超出逻辑的，只能同体验去把握，带有很强的神秘性，所以突出个体的感受[；]而中国的有道无道则可以通过社会现状表现出来，有道就是太平盛世，无道就是民怨沸腾，所以中国的哲学就走上了注重关注社会伦常的道路。有学者在三者之间做了比较，得出的结论就是：古希腊哲学中的两个世界的区分驱使古希腊人去求知，所以知识论是西方哲学的传统[；]印度哲学两个世界的区分驱使印度人去追求一种宗教的体验，所以神秘主义是印度哲学的有点[；]中国哲学则注重实践，所以践行是中国哲学的特长。这个比较我们以后...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1737:...：一种是灵魂和肉体不可分离，人死如灯灭，灯灭了光也就没有了，肉体死了灵魂也就散了[；]西方基督教则相信有灵魂，但是他们认为人的灵魂只有一次，人死后，人的灵魂或者上升天堂，或者堕入地狱，为了灵魂能上天堂，所以人生就应该信仰上帝，救赎原罪，如但丁的《神曲》中，把世界分为三层--天堂、炼狱、地狱，就是这种看法的体现[；]而在印度，灵魂观是最为独特的。印度人坚信，人是有灵魂的，在人死...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1738:...些部分做了特别的发挥，与时俱进。这一时期有所谓"正统六派"，分别是：数论、瑜珈论[；]胜论、正理论[；]弥曼差、吠檀多。六个派别，可以分为三组。		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1739:...之所以有这样的价值取向，跟印度民族多灾多难的历史有密切的关系。古代是雅利安人入侵[；]7世纪伊斯兰教侵入印度，由于伊斯兰教反对偶像崇拜，他们摧毁了佛教和印度教的庙宇，佛教和印度教遭受极大摧残[；]后来土耳其人、蒙古人、葡萄牙人、英国人一个接一个侵入印度，几千...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1740:...印度佛教的发展一般分为四期：原始佛教，从释迦牟尼开始传教始，相当于中国的孔子时代[；]部派佛教，又称小乘佛教，相当于中国的秦汉时期[；]大乘佛教，相当于中国的东汉到魏晋南北朝时期[；]密教时期，相当于中国的唐宋时期。前后加起来一共1500年。这之...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1741:...看，就是崇拜两个东西，一个叫天神崇拜，一个叫祖宗崇拜。敬天法祖，敬天，是天神崇拜[；]法祖，是祖先崇拜。这个宗教已经经过了很长时期的发展。到了西周的...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1742:...个太平景象何时再来呢？他发出了一番感慨。他说的这两句话是很好的。知我者，谓我心忧[；]不知我者，谓我何求？他走着走着，满腹忧患，看在心里，忧心如焚。了解我的人，认为我是忧患，不了解我的人，以为我是大傻瓜。何必如此呢，谓我何求呢。天老爷啊天老爷，你为什么不好好关注这个人间的事。这是哲学的开始，中国哲学的起源和开始。而且有个人呢，如果说，希腊的哲学家都带有科学家的气质，那么中国的哲学则带有诗人的气质,忧国忧民的气质。像屈原啊,他是一个诗人,他是什么时候开始做诗人的呢?他本来是个做的很好的三闾大夫,很高的官,副总理级的,国务委员,结果楚怀王不信任他,把他贬谪了。他满怀的忧伤,在那个时候他一方面写了《离骚》,另一方面他写了一部非常有名的哲学作品,叫做《天问》。他从上下、宇宙、神话、历史、人生，问了一系列的问题，有的到了现在还无法解答。由于现在一个诗人对屈原产生了共鸣，对他做了详细的考证，这个人是谁呢？他就是闻一多。诗人与诗人有同感啊。这么一来啊，中国的哲学由敬天法祖的宗教到了产生，里面提出一个天人关系的问题。它提出的问题是蕴涵一个哲学的意味在其中的。春秋时期，天下大乱，礼坏乐崩，原来的秩序不存在了，于是乎就产生了一大批的哲学家。他就忧急如焚，根据知我者，谓我心忧[；]不知我者，谓我何求开始考虑问题了。考虑的问题就是天人关系。天人...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1743:...历了这样几个阶段，分朝代，一般是这样说的：先秦，这时候诸子百家争鸣，这是诸子哲学[；]汉代，两汉，东汉西汉一共有四百年，这是经学，就是《五经》之学。...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1744:...称之为经学。汉代和罗马相比，最大的缺点是：罗马是一个法制社会，而中国的汉代是一个[；]礼治社会。罗马的法制非常有名，到现在都对西方社会有着很大影响。...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1745:...主题产生了好几种不同的解答。一个是主张自然为本，名教为末，它的代表是王弼的贵无论[；]一个是主张名教为本，自然为末，它的代表是裴頠的崇有论[；]第三种是自然名教是一回事，它的代表是郭象的独化论[；]第四种是只要自然，不要名教，这是嵇康、阮籍的越名教而任自然。他...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1746:...矛盾。目的是指人类的价值理想。这种矛盾就是自然名教的矛盾。一个是现实，一个是理想[；]一个是必然，一个是自由[；]一个是事实，一个是价值。所以魏晋玄学讨论的是普遍的哲学问题，西...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1747:...于各自偏重于理论或宗教的修行。偏重于理论的，用佛教的话说，就是讲究智慧，称为慧学[；]而北方偏重修行，称为禅定，定学。定是实践，慧是理论。总之，此时...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1748:...佛教国家，这是很重要的。从魏晋南北朝开始一直到隋唐，一共有三教，佛教，道教，儒家[；]儒家不一定是教，互斗，又争斗，又融合，由于中国社会历史条件，离开五伦是不可能五伦的：父子，君臣，夫妇，兄弟，朋友，这五种人际关系，叫五伦，社会结构就是这样的，不论怎么信佛教，出家就不结婚了，打仗也没有军队，和尚不能打仗，还有他们也不纳税，犯法入了空门，就可免受法律制裁了，你看鲁智深不是杀了人吗，往哪儿躲呢，一个有钱人替他花上几两银子，买个度谍，就躲到五台山上当酒肉和尚去了[；]对于国家不行，大概有个几年出家，还是结婚生子，还要做生意呢。儒释道斗来斗去，就想出了好办法，不要你争我夺，三教分工，怎么分工？慢慢地，各有所长，个人在自己位置上逍遥，心灵上的宁静，道教保持你的肉体，让你长生不老，道教炼丹，什么强身健体一个肉体[；]那么儒家呢，治什么那，治世，国家，社会，人伦，五伦，儒家的那一...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1749:...多儒门淡泊，收拾不住了。当时很多最高层人物信佛。诗人王维、白居易信佛，李白信道教[；]最有名的是柳宗元，还有刘禹锡，柳宗元说了什么老子，孔子呀，周易...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
1750:...宇宙论和心性论的意思，老子说道是生一，一生二，二生三，三生万物，道是天地万物之根[；]佛教也谈道，佛家谈的佛道，佛的理论也叫道。可佛教、道教谈的道，儒家也阐明道，这都不是本质问题，是虚的[；]虚就是其中没有价值的内涵。谈所有的宇宙论也好，心性论也好，核心的问题是其中的价值观问题。佛教，道教谈道德谈的很好，也很高明，什么本体，现象，三谛圆融，六相圆融那一套谈的很高很高了，但丢了两个字。哪两个字呢？仁义。儒家谈道德是沿着仁义，理论上比不上佛教，道教，尽管从理论上比不上佛教，道教，可是价值观是真实的，坚定的，这就韩愈一下子把儒释道三教之间矛盾提到价值观的层面来讨论。韩愈挑起了和佛教斗争的一个大旗，这也为宋明理学揭开序幕。究竟仁义道德怎样从多取一些理论上的论证，不那么容易。这就是哲学思维，韩愈那一次反没有成功。当时大家都信佛，陕西的法门寺有个佛骨，每年都从陕西凤翔迎道长安，然后在送回去[；]那个时候是一个大典，人山人海，很多善男信女，争看佛骨，劳民伤财...		  【文件名:\当代\CWAC\APM0061.txt	文章标题:	作者:】
